epoch,train_loss,train_acc,val_loss,val_acc
1,2.0716823923086576,0.3451003226823883,1.7173516511118858,0.44140767159181893
2,1.765125181058217,0.4244365189120994,1.6116610234702933,0.46484460295509133
3,1.674725016250266,0.44800689036077346,1.5531651193341258,0.4850789722687241
4,1.6120548203172134,0.46573015988548416,1.5146518782224794,0.49192080937477256
5,1.5659969602837922,0.47789746949074413,1.4754542412824858,0.5055316980857413
6,1.5263368639590933,0.49158114370284106,1.452570991169392,0.5127010699468666
7,1.4889112203220736,0.5000242618337094,1.4349453680136464,0.5194337288012228
8,1.466173762047913,0.5094378533129534,1.427023532019405,0.5189970157944538
9,1.4358028023484222,0.5149816823155494,1.4202339541782796,0.5227090763519907
10,1.414571690454399,0.5220661377586918,1.3843063770731219,0.5334813305189606
11,1.3946734695139331,0.5306426959749618,1.37849197853461,0.5319164422447048
12,1.3719234528215205,0.5358589902224811,1.373219912138401,0.5379576388383434
13,1.358930267253858,0.539170730523813,1.3702881709657666,0.5373025693281899
14,1.3432648487046177,0.5411480699711284,1.366828099150213,0.5381396025911639
15,1.3311851983476213,0.5474318849018609,1.3646104554090883,0.5417060921464444
16,1.3104410888349471,0.552454084479705,1.3565457219492358,0.5433073731712643
17,1.29826604003431,0.5569667855496518,1.3566593113698,0.5427250891622388
18,1.287911707160254,0.5594293616711551,1.3571062774774123,0.5444719411893151
19,1.2734141240668417,0.5639056699905379,1.3476952605046546,0.5433073731712643
20,1.266293601290172,0.5657253075187423,1.3440155060550376,0.5431254094184439
21,1.2517115561541077,0.5699104738336124,1.3409568259476383,0.5460368294635709
22,1.2431140959134144,0.5706868525123129,1.3402635660552589,0.5472741829827499
23,1.2285243752661164,0.5763277288497465,1.3310403848581156,0.5466191134725963
24,1.2213159076581892,0.5780867117936773,1.3346343511958614,0.547346968483878
25,1.2131400416982363,0.5810830482567872,1.3445958167030367,0.5490574277603901
26,1.2053009596795794,0.5834243152097436,1.3359194576362827,0.5513865637964918
27,1.1961464452689157,0.5873789941043744,1.3354674375632487,0.5506951015357741
28,1.1899256835347207,0.5904481160686125,1.342118262585199,0.5514229565470559
29,1.1802582599642577,0.5893927263022539,1.3356923324952992,0.5533517723269524
30,1.168106484764861,0.5942814857946964,1.3277214854224662,0.5550258388529005
31,1.1674871464976722,0.5949122934711405,1.3489003138334281,0.5501128175267487
32,1.159922815232245,0.597168644006114,1.3295593176947313,0.5550986243540287
33,1.1507440140423366,0.5982119028556179,1.3343923180390849,0.5525147390639784
34,1.1423192039574268,0.6038406482761968,1.3287693527781015,0.554407162093311
35,1.1366120057441864,0.6037799936919233,1.3376873235999605,0.5548802678506441
36,1.1316673311817682,0.6067399374044691,1.3231517344776118,0.5538612708348497
37,1.1237949771109252,0.6097241429507242,1.3285487276192913,0.5580100443991557
38,1.1163186009460007,0.6096877502001601,1.3376758452698743,0.5561904068709513
39,1.1111506357589114,0.6119926244025523,1.3356161101501802,0.5540796273382342
40,1.102703127320869,0.6131571924206032,1.34019061759688,0.5569910473833612
41,1.1015080843229905,0.6149525681150981,1.330603023579794,0.5585923284081811
42,1.0934516330917239,0.6151345318679186,1.3343881013499432,0.555244195356285
43,1.0880775040933728,0.6179974282456268,1.340152684357569,0.5587378994104374
44,1.0869490781847178,0.6197928039401218,1.3321101735864926,0.5566271198777204
45,1.0768339602083672,0.6203508261154378,1.3433960487388075,0.5519688478055171
46,1.074175155367871,0.6224858674818643,1.3286151852233934,0.5581192226508479
47,1.068311354003191,0.625009098187641,1.3452138495814878,0.5557173011136182
48,1.062853049472143,0.6248028726011112,1.3429764373844406,0.5589562559138219
49,1.0586953082395745,0.6286847659946139,1.3337567352521489,0.5613217847004877
50,1.0517527287807007,0.6298372030958099,1.349332353730191,0.5597205036756678
