epoch,train_loss,train_acc,val_loss,val_acc
1,1.3595291399888072,0.5432952422544096,0.9789871226076181,0.6531406943736807
2,0.963596042738843,0.6665089647475556,0.8411676744523116,0.7024528713880195
3,0.8554977774764668,0.6991168692529781,0.8111225460647921,0.71180580828299
4,0.7780063211990906,0.725525875245651,0.7789553078130756,0.7246524492321129
5,0.7176361216997177,0.7458208991435573,0.7796492472305092,0.7231603464589854
6,0.6699641288667364,0.7614091273018415,0.7294498866488904,0.7443409272872844
7,0.6276005786041522,0.7746439575903147,0.7319622482697475,0.7460877793143605
8,0.5829356516994243,0.790705291505932,0.7369299113025952,0.7476526675886164
9,0.549934829105979,0.8015382002571755,0.7473821496068065,0.7464153140694374
10,0.5193921986753209,0.8111701482398039,0.7350359901572187,0.7539486134362036
11,0.4923067655580014,0.8215906058179877,0.7366670470578206,0.7563869277239974
12,0.46076401093237684,0.830397651454497,0.7479171393019844,0.757442317490356
13,0.43560908643444446,0.8408787636169541,0.7621701135412559,0.7534755076788704
14,0.4164539767522507,0.8471504476308319,0.7739397672007234,0.7567508552296383
15,0.39591111005282426,0.854489652327923,0.7874690347801034,0.7554043234587671
16,0.37701128147330804,0.8616226314384842,0.8017075298758988,0.752529296164204
17,0.35729286666640653,0.8693378945580706,0.829209938199597,0.752893223669845
18,0.3389203467165441,0.8749302472280855,0.8436320528070239,0.755841036465536
19,0.32507114631977346,0.880692432734066,0.8557453338943183,0.753329936676614
20,0.314696169498708,0.8851323483028848,0.841060741923506,0.7589708130140476
21,0.29709636796056427,0.8910522357279763,0.8765059707813608,0.7546764684474853
22,0.2874648599253473,0.8950311764563166,0.8717043984187066,0.757879030497125
23,0.2756027413381787,0.9007933619622971,0.8981894102321458,0.7567508552296383
24,0.2643540903318888,0.9049178736928937,0.8958652406742205,0.7558774292161001
25,0.25886524955819196,0.9057306451221583,0.9009237350599502,0.7591891695174321
26,0.24542342756743601,0.9110439867045151,0.9352020818824999,0.7557318582138438
27,0.2325141293785268,0.9154596404396245,0.9541895551811322,0.754967610451998
28,0.2270473976404138,0.9170123977970255,0.9612562902126955,0.7543853264429725
29,0.21882973145117918,0.9208942911905281,0.9905248973400661,0.7527840454181527
30,0.21195915938768595,0.9228594997209889,0.9836306658206926,0.7524929034136401
31,0.20506074010086378,0.9263289419414319,0.9915993239076318,0.7580609942499454
32,0.1988275966210911,0.9279423538831065,0.9996232873479459,0.7557318582138438
33,0.19316096620789971,0.9312298323507291,1.0240207499175,0.759516704272509
34,0.18776114537299132,0.933025208045224,1.0608930436620303,0.7528568309192809
35,0.1822677893712739,0.9350753329936676,1.0356817978057844,0.7568236407307665
36,0.17338018256522061,0.9381080622073417,1.0661336714215428,0.7559138219666642
37,0.17284771031375262,0.9377077419511367,1.0600784790811775,0.755841036465536
38,0.16698032831160595,0.9402431035737681,1.0578641008711231,0.7562777494723051
39,0.16632865311217607,0.9410680059198874,1.0589996470540135,0.7579882087488172
40,0.15725574551242077,0.9439794259650144,1.1198872146027536,0.7583157435038941
41,0.15257247326667145,0.9452774340684669,1.1381539616993277,0.7500545891258461
42,0.15069385116765005,0.9462721692505519,1.1222616160000087,0.7576970667443045
43,0.1479380093953274,0.9478734502753718,1.1332383757639213,0.7568600334813306
